y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
17,25,MA,Massachusetts,1022,1492,78186
17,26,MI,Michigan,3611,5480,200400
17,27,MN,Minnesota,1562,2656,89499
17,28,MS,Mississippi,556,1107,17271
17,29,MO,Missouri,4889,8414,214392
17,30,MT,Montana,142,231,6146
17,31,NE,Nebraska,440,749,23102
17,32,NV,Nevada,720,1198,34953
17,33,NH,New Hampshire,111,193,11159
17,34,NJ,New Jersey,1170,2057,112998
17,35,NM,New Mexico,318,591,16375
17,36,NY,New York,2957,4518,272996
17,37,NC,North Carolina,1460,2609,79538
17,38,ND,North Dakota,145,206,5936
17,39,OH,Ohio,2550,3958,168429
17,40,OK,Oklahoma,502,930,20310
17,41,OR,Oregon,394,610,16674
17,42,PA,Pennsylvania,1408,2334,98410
17,44,RI,Rhode Island,135,207,9299
17,45,SC,South Carolina,584,975,28324
17,46,SD,South Dakota,143,284,6124
17,47,TN,Tennessee,1541,2852,62401
17,48,TX,Texas,5747,11054,363185
17,49,UT,Utah,319,609,17281
17,50,VT,Vermont,78,119,7291
17,51,VA,Virginia,1514,2553,95221
17,53,WA,Washington,1023,1822,71974
17,54,WV,West Virginia,157,280,7278
17,55,WI,Wisconsin,5106,8589,243273
17,56,WY,Wyoming,125,199,5600
18,1,AL,Alabama,412,819,19452
18,2,AK,Alaska,95,172,3718
18,4,AZ,Arizona,671,1253,63488
18,5,AR,Arkansas,265,496,9788
18,6,CA,California,1830,3448,94148
18,8,CO,Colorado,607,1082,28196
18,9,CT,Connecticut,159,276,16051
18,10,DE,Delaware,48,84,2118
18,11,DC,District Of Columbia,76,115,5001
18,12,FL,Florida,3004,5286,130761
18,13,GA,Georgia,965,1878,38812
18,15,HI,Hawaii,151,272,5691
18,16,ID,Idaho,100,187,3592
18,17,IL,Illinois,8183,16296,385036
18,18,IN,IN Non-migrants,2413153,5296632,0
18,19,IA,Iowa,367,704,17713
18,20,KS,Kansas,297,607,13344
18,21,KY,Kentucky,3718,6879,143020
18,22,LA,Louisiana,277,526,11448
18,23,ME,Maine,59,108,2991
18,24,MD,Maryland,395,741,23737
18,25,MA,Massachusetts,216,357,11650
18,26,MI,Michigan,3051,5728,137051
18,27,MN,Minnesota,419,828,26533
18,28,MS,Mississippi,245,484,8175
18,29,MO,Missouri,727,1343,32636
18,30,MT,Montana,63,134,1928
18,31,NE,Nebraska,146,275,7016
18,32,NV,Nevada,232,435,9432
18,33,NH,New Hampshire,66,102,3778
18,34,NJ,New Jersey,388,823,23894
18,35,NM,New Mexico,166,317,8107
18,36,NY,New York,942,1739,45284
18,37,NC,North Carolina,944,1865,40413
18,38,ND,North Dakota,97,160,4917
18,39,OH,Ohio,3563,6558,171329
18,40,OK,Oklahoma,261,488,9230
18,41,OR,Oregon,155,269,5860
18,42,PA,Pennsylvania,723,1334,44671
18,44,RI,Rhode Island,48,80,1984
18,45,SC,South Carolina,440,865,19742
18,46,SD,South Dakota,91,169,4593
18,47,TN,Tennessee,1158,2251,46182
18,48,TX,Texas,2487,5127,96840
18,49,UT,Utah,168,357,7154
18,50,VT,Vermont,33,61,1279
18,51,VA,Virginia,745,1423,36184
18,53,WA,Washington,367,716,21166
18,54,WV,West Virginia,174,329,8639
18,55,WI,Wisconsin,668,1299,34291
18,56,WY,Wyoming,72,150,2615
19,1,AL,Alabama,130,239,5270
19,2,AK,Alaska,75,147,3019
19,4,AZ,Arizona,564,1026,24588
19,5,AR,Arkansas,179,371,5638
19,6,CA,California,975,1859,41183
19,8,CO,Colorado,619,1125,25431
19,9,CT,Connecticut,55,89,2858
19,10,DE,Delaware,14,20,855
19,11,DC,District Of Columbia,33,42,2558
19,12,FL,Florida,731,1262,41860
19,13,GA,Georgia,326,691,13502
19,15,HI,Hawaii,76,148,6665
19,16,ID,Idaho,94,205,3677
19,17,IL,Illinois,3799,7020,148671
19,18,IN,Indiana,365,658,14226
19,19,IA,IA Non-migrants,1153911,2506494,0
19,20,KS,Kansas,448,870,21472
19,21,KY,Kentucky,141,256,6930
19,22,LA,Louisiana,136,287,6258
19,23,ME,Maine,23,42,737
19,24,MD,Maryland,146,264,6819
19,25,MA,Massachusetts,104,155,5911
19,26,MI,Michigan,352,650,13960
19,27,MN,Minnesota,1489,2666,73407
19,28,MS,Mississippi,148,318,5639
19,29,MO,Missouri,1154,2186,46028
19,30,MT,Montana,81,163,3271
19,31,NE,Nebraska,2078,3906,87290
19,32,NV,Nevada,152,259,6713
19,33,NH,New Hampshire,30,55,1075
19,34,NJ,New Jersey,141,250,8784
19,35,NM,New Mexico,105,211,4439
19,36,NY,New York,359,665,17048
19,37,NC,North Carolina,346,673,14316
19,38,ND,North Dakota,180,333,6685
19,39,OH,Ohio,289,577,14190
19,40,OK,Oklahoma,242,456,7790
19,41,OR,Oregon,131,222,4998
19,42,PA,Pennsylvania,266,512,13158
19,44,RI,Rhode Island,29,64,1342
19,45,SC,South Carolina,124,254,7126
19,46,SD,South Dakota,637,1131,26998
19,47,TN,Tennessee,268,509,11213
19,48,TX,Texas,1265,2492,51792
19,49,UT,Utah,138,323,6696
19,50,VT,Vermont,14,30,655
19,51,VA,Virginia,275,498,16845
19,53,WA,Washington,289,555,11804
19,54,WV,West Virginia,34,76,1445
19,55,WI,Wisconsin,913,1590,40987
19,56,WY,Wyoming,93,181,4255
20,1,AL,Alabama,247,511,9981
20,2,AK,Alaska,133,335,5290
20,4,AZ,Arizona,586,1105,25537
20,5,AR,Arkansas,422,826,17309
20,6,CA,California,1564,3004,64787
20,8,CO,Colorado,1190,2301,50853
20,9,CT,Connecticut,80,137,4361
20,10,DE,Delaware,30,57,1694
20,11,DC,District Of Columbia,32,38,1488
20,12,FL,Florida,974,1747,36766
20,13,GA,Georgia,606,1335,25355
20,15,HI,Hawaii,197,463,7988
20,16,ID,Idaho,99,194,3562
20,17,IL,Illinois,735,1352,42653
20,18,IN,Indiana,306,566,15292
20,19,IA,Iowa,463,837,22900
20,20,KS,KS Non-migrants,1043675,2318809,0
20,21,KY,Kentucky,250,574,12820
20,22,LA,Louisiana,228,508,8262
20,23,ME,Maine,40,81,1397
20,24,MD,Maryland,187,350,10423
20,25,MA,Massachusetts,117,202,6542
20,26,MI,Michigan,310,566,12080
20,27,MN,Minnesota,308,581,17241
20,28,MS,Mississippi,131,269,4161
20,29,MO,Missouri,6831,12158,344619
20,30,MT,Montana,68,130,4910
20,31,NE,Nebraska,777,1444,36039
20,32,NV,Nevada,192,346,8915
20,33,NH,New Hampshire,58,107,2710
20,34,NJ,New Jersey,182,323,9786
20,35,NM,New Mexico,210,452,9680
20,36,NY,New York,447,864,22298
20,37,NC,North Carolina,511,1090,23118
20,38,ND,North Dakota,83,179,4245
20,39,OH,Ohio,342,623,17666
20,40,OK,Oklahoma,1736,3677,72182
20,41,OR,Oregon,190,325,7830
20,42,PA,Pennsylvania,298,534,13256
20,44,RI,Rhode Island,30,57,1476
20,45,SC,South Carolina,230,464,10145
20,46,SD,South Dakota,124,212,4742
20,47,TN,Tennessee,365,781,16676
20,48,TX,Texas,2659,5417,132411
20,49,UT,Utah,153,347,6871
20,50,VT,Vermont,19,27,651
20,51,VA,Virginia,438,835,22743
20,53,WA,Washington,453,924,23543
20,54,WV,West Virginia,51,111,1814
20,55,WI,Wisconsin,206,371,8119
20,56,WY,Wyoming,100,207,5365
21,1,AL,Alabama,523,1098,21678
21,2,AK,Alaska,129,281,6258
21,4,AZ,Arizona,348,669,14258
21,5,AR,Arkansas,234,454,11097
21,6,CA,California,1187,2209,67338
21,8,CO,Colorado,387,796,21918
21,9,CT,Connecticut,127,231,5898
21,10,DE,Delaware,35,60,1981
21,11,DC,District Of Columbia,44,63,2358
21,12,FL,Florida,2465,4505,117159
21,13,GA,Georgia,1042,2216,45090
21,15,HI,Hawaii,153,323,6343
21,16,ID,Idaho,50,104,1552
21,17,IL,Illinois,1381,2591,63104
21,18,IN,Indiana,3809,7030,137511
21,19,IA,Iowa,152,305,5505
21,20,KS,Kansas,209,447,9471
21,21,KY,KY Non-migrants,1486245,3260782,0
21,22,LA,Louisiana,249,478,11376
21,23,ME,Maine,56,102,2426
21,24,MD,Maryland,310,604,15452
21,25,MA,Massachusetts,205,326,11112
21,26,MI,Michigan,862,1574,40058
21,27,MN,Minnesota,207,381,9827
21,28,MS,Mississippi,270,568,9866
21,29,MO,Missouri,552,1048,20447
21,30,MT,Montana,50,87,1553
21,31,NE,Nebraska,88,158,4035
21,32,NV,Nevada,159,306,8864
21,33,NH,New Hampshire,56,112,2374
21,34,NJ,New Jersey,275,511,15867
21,35,NM,New Mexico,99,201,4355
21,36,NY,New York,738,1450,35845
21,37,NC,North Carolina,987,2045,43286
21,38,ND,North Dakota,51,85,2432
21,39,OH,Ohio,4617,8330,194889
21,40,OK,Oklahoma,211,425,8916
21,41,OR,Oregon,105,193,4066
21,42,PA,Pennsylvania,513,924,21930
21,44,RI,Rhode Island,48,82,2346
21,45,SC,South Carolina,488,987,19287
21,46,SD,South Dakota,64,115,1638
21,47,TN,Tennessee,3172,6329,113604
21,48,TX,Texas,1783,3601,80545
21,49,UT,Utah,110,257,4356
21,50,VT,Vermont,24,49,1085
21,51,VA,Virginia,845,1668,42647
21,53,WA,Washington,319,691,14640
21,54,WV,West Virginia,618,1232,23886
21,55,WI,Wisconsin,255,465,12095
21,56,WY,Wyoming,52,97,2980
22,1,AL,Alabama,1037,1956,49626
22,2,AK,Alaska,133,272,7368
22,4,AZ,Arizona,366,671,15524
22,5,AR,Arkansas,912,1925,38791
22,6,CA,California,1771,3105,84039
22,8,CO,Colorado,491,860,22019
22,9,CT,Connecticut,142,214,8029
22,10,DE,Delaware,42,80,3150
22,11,DC,District Of Columbia,69,95,5462
22,12,FL,Florida,2197,3855,99152
22,13,GA,Georgia,1534,3072,55064
22,15,HI,Hawaii,154,345,6489
22,16,ID,Idaho,53,112,2461
22,17,IL,Illinois,657,1054,27711
22,18,IN,Indiana,301,564,12195
22,19,IA,Iowa,145,271,6117
22,20,KS,Kansas,240,458,10335
22,21,KY,Kentucky,313,608,11798
22,22,LA,LA Non-migrants,1543341,3382604,0
22,23,ME,Maine,50,78,2143
22,24,MD,Maryland,363,624,18848
22,25,MA,Massachusetts,243,369,11317
22,26,MI,Michigan,428,812,18381
22,27,MN,Minnesota,181,300,7114
22,28,MS,Mississippi,3020,5828,128442
22,29,MO,Missouri,504,954,22343
22,30,MT,Montana,50,109,1983
22,31,NE,Nebraska,92,152,3499
22,32,NV,Nevada,247,452,9788
22,33,NH,New Hampshire,49,80,3115
22,34,NJ,New Jersey,309,496,7726
22,35,NM,New Mexico,181,328,8482
22,36,NY,New York,923,1561,45392
22,37,NC,North Carolina,842,1698,30017
22,38,ND,North Dakota,82,167,4549
22,39,OH,Ohio,515,867,22626
22,40,OK,Oklahoma,452,889,19106
22,41,OR,Oregon,136,214,5095
22,42,PA,Pennsylvania,442,741,24569
22,44,RI,Rhode Island,61,104,4129
22,45,SC,South Carolina,379,690,16876
22,46,SD,South Dakota,46,97,2162
22,47,TN,Tennessee,838,1586,38152
22,48,TX,Texas,8707,17678,491229
22,49,UT,Utah,118,264,4622
22,50,VT,Vermont,38,55,1145
22,51,VA,Virginia,673,1231,36253
22,53,WA,Washington,408,795,21897
22,54,WV,West Virginia,99,186,4999
22,55,WI,Wisconsin,201,351,8758
22,56,WY,Wyoming,73,164,1180
23,1,AL,Alabama,52,90,3142
23,2,AK,Alaska,56,91,2294
23,4,AZ,Arizona,148,248,4022
23,5,AR,Arkansas,19,33,715
23,6,CA,California,462,733,35605
23,8,CO,Colorado,160,253,9324
23,9,CT,Connecticut,436,676,29812
23,10,DE,Delaware,27,50,1536
23,11,DC,District Of Columbia,43,55,2600
23,12,FL,Florida,946,1523,41956
23,13,GA,Georgia,156,287,6469
23,15,HI,Hawaii,49,85,2424
23,16,ID,Idaho,20,46,569
23,17,IL,Illinois,98,166,11129
23,18,IN,Indiana,62,103,2866
23,19,IA,Iowa,28,59,2125
23,20,KS,Kansas,40,81,1931
23,21,KY,Kentucky,55,94,2010
23,22,LA,Louisiana,47,68,2044
23,23,ME,ME Non-migrants,509468,1013151,0
23,24,MD,Maryland,177,307,13775
23,25,MA,Massachusetts,1624,2441,102687
23,26,MI,Michigan,88,154,4623
23,27,MN,Minnesota,64,100,3027
23,28,MS,Mississippi,25,49,1241
23,29,MO,Missouri,58,99,4272
23,30,MT,Montana,32,42,924
23,31,NE,Nebraska,18,32,842
23,32,NV,Nevada,50,78,1892
23,33,NH,New Hampshire,1445,2252,60719
23,34,NJ,New Jersey,264,418,17017
23,35,NM,New Mexico,33,65,2412
23,36,NY,New York,767,1217,50094
23,37,NC,North Carolina,276,470,15204
23,38,ND,North Dakota,18,41,820
23,39,OH,Ohio,124,190,6440
23,40,OK,Oklahoma,30,66,1342
23,41,OR,Oregon,79,123,3693
23,42,PA,Pennsylvania,296,465,14129
23,44,RI,Rhode Island,135,208,5357
23,45,SC,South Carolina,99,170,4163
23,46,SD,South Dakota,27,54,1664
23,47,TN,Tennessee,116,219,5807
23,48,TX,Texas,348,644,19056
23,49,UT,Utah,43,84,1267
23,50,VT,Vermont,265,396,11719
23,51,VA,Virginia,329,615,22134
23,53,WA,Washington,118,191,4616
23,54,WV,West Virginia,26,41,521
23,55,WI,Wisconsin,54,100,2608
23,56,WY,Wyoming,22,27,630
24,1,AL,Alabama,386,691,17660
24,2,AK,Alaska,104,194,4463
24,4,AZ,Arizona,565,975,35232
24,5,AR,Arkansas,138,259,7575
24,6,CA,California,2716,4638,164545
24,8,CO,Colorado,563,959,34454
24,9,CT,Connecticut,587,945,46976
24,10,DE,Delaware,1992,3571,91797
24,11,DC,District Of Columbia,7197,12835,457245
24,12,FL,Florida,3581,6162,197823
24,13,GA,Georgia,1606,3073,75375
24,15,HI,Hawaii,389,764,20872
24,16,ID,Idaho,63,105,2430
24,17,IL,Illinois,878,1501,98987
24,18,IN,Indiana,351,597,18307
24,19,IA,Iowa,124,203,6484
24,20,KS,Kansas,192,365,10670
24,21,KY,Kentucky,302,596,14131
24,22,LA,Louisiana,340,593,15875
24,23,ME,Maine,152,240,7708
24,24,MD,MD Non-migrants,2244389,4699658,0
24,25,MA,Massachusetts,909,1429,60235
24,26,MI,Michigan,648,1079,36951
24,27,MN,Minnesota,263,426,16204
24,28,MS,Mississippi,179,322,8113
24,29,MO,Missouri,337,603,21321
24,30,MT,Montana,63,106,2329
24,31,NE,Nebraska,123,227,5709
24,32,NV,Nevada,245,428,12293
24,33,NH,New Hampshire,145,252,8777
24,34,NJ,New Jersey,2838,5397,160558
24,35,NM,New Mexico,176,309,10125
24,36,NY,New York,4289,7331,242637
24,37,NC,North Carolina,2308,4129,102791
24,38,ND,North Dakota,47,84,1965
24,39,OH,Ohio,971,1573,50223
24,40,OK,Oklahoma,219,439,11538
24,41,OR,Oregon,181,294,8886
24,42,PA,Pennsylvania,5279,8542,268496
24,44,RI,Rhode Island,177,280,7859
24,45,SC,South Carolina,816,1414,34123
24,46,SD,South Dakota,50,83,2485
24,47,TN,Tennessee,543,936,27494
24,48,TX,Texas,2640,5046,135432
24,49,UT,Utah,176,348,9736
24,50,VT,Vermont,93,151,4587
24,51,VA,Virginia,10322,18653,559233
24,53,WA,Washington,536,968,30681
24,54,WV,West Virginia,1175,2073,47955
24,55,WI,Wisconsin,273,436,14078
24,56,WY,Wyoming,35,68,3703
25,1,AL,Alabama,182,281,7327
25,2,AK,Alaska,101,145,5060
25,4,AZ,Arizona,510,800,27573
25,5,AR,Arkansas,100,162,4685
25,6,CA,California,3395,5187,335401
25,8,CO,Colorado,649,982,41843
25,9,CT,Connecticut,3815,5544,256010
25,10,DE,Delaware,150,208,12868
25,11,DC,District Of Columbia,448,567,44381
25,12,FL,Florida,4595,7404,252250
25,13,GA,Georgia,904,1530,55800
25,15,HI,Hawaii,187,291,9086
25,16,ID,Idaho,64,99,3084
25,17,IL,Illinois,1049,1629,98831
25,18,IN,Indiana,313,483,20545
25,19,IA,Iowa,110,150,6387
25,20,KS,Kansas,151,250,7958
25,21,KY,Kentucky,192,317,13599
25,22,LA,Louisiana,218,352,10116
25,23,ME,Maine,1375,1940,74614
25,24,MD,Maryland,978,1476,66330
25,25,MA,MA Non-migrants,2610091,5259618,0
25,26,MI,Michigan,550,824,37183
25,27,MN,Minnesota,325,536,27277
25,28,MS,Mississippi,85,141,3703
25,29,MO,Missouri,290,493,23224
25,30,MT,Montana,66,81,3332
25,31,NE,Nebraska,61,95,7255
25,32,NV,Nevada,220,340,11399
25,33,NH,New Hampshire,4611,6593,268657
25,34,NJ,New Jersey,2075,3271,187356
25,35,NM,New Mexico,172,286,10705
25,36,NY,New York,6554,9807,526681
25,37,NC,North Carolina,1155,1892,67511
25,38,ND,North Dakota,33,50,1823
25,39,OH,Ohio,688,1021,55202
25,40,OK,Oklahoma,121,224,5628
25,41,OR,Oregon,278,408,17898
25,42,PA,Pennsylvania,1805,2708,145523
25,44,RI,Rhode Island,3606,5610,219315
25,45,SC,South Carolina,436,678,19837
25,46,SD,South Dakota,42,66,1602
25,47,TN,Tennessee,385,628,19364
25,48,TX,Texas,1911,3256,162439
25,49,UT,Utah,181,346,14160
25,50,VT,Vermont,776,1040,41452
25,51,VA,Virginia,1202,1852,79453
25,53,WA,Washington,586,899,50107
25,54,WV,West Virginia,77,116,2929
25,55,WI,Wisconsin,311,471,18803
25,56,WY,Wyoming,29,45,1180
26,1,AL,Alabama,559,1110,19223
26,2,AK,Alaska,226,379,10439
26,4,AZ,Arizona,1231,2173,67227
26,5,AR,Arkansas,271,538,10260
26,6,CA,California,2794,4906,164638
26,8,CO,Colorado,960,1621,44124
26,9,CT,Connecticut,265,521,26821
26,10,DE,Delaware,74,142,4962
26,11,DC,District Of Columbia,157,215,10958
26,12,FL,Florida,4397,7580,188352
26,13,GA,Georgia,1420,2791,51384
26,15,HI,Hawaii,217,350,8047
26,16,ID,Idaho,107,205,5098
26,17,IL,Illinois,3420,5930,258151
26,18,IN,Indiana,2825,5357,133135
26,19,IA,Iowa,354,662,22137
26,20,KS,Kansas,289,557,12962
26,21,KY,Kentucky,723,1365,31960
26,22,LA,Louisiana,334,593,14371
26,23,ME,Maine,87,141,4794
26,24,MD,Maryland,533,924,33556
26,25,MA,Massachusetts,444,742,30180
26,26,MI,MI Non-migrants,3663023,7741940,0
26,27,MN,Minnesota,602,1040,33705
26,28,MS,Mississippi,279,542,8587
26,29,MO,Missouri,627,1132,29380
26,30,MT,Montana,157,260,6083
26,31,NE,Nebraska,138,254,5864
26,32,NV,Nevada,466,874,21833
26,33,NH,New Hampshire,108,182,7259
26,34,NJ,New Jersey,550,1045,42980
26,35,NM,New Mexico,164,276,6874
26,36,NY,New York,1589,2944,82920
26,37,NC,North Carolina,1363,2573,65090
26,38,ND,North Dakota,242,412,12982
26,39,OH,Ohio,3570,6315,194185
26,40,OK,Oklahoma,325,634,14711
26,41,OR,Oregon,288,531,13443
26,42,PA,Pennsylvania,939,1663,74537
26,44,RI,Rhode Island,60,96,3976
26,45,SC,South Carolina,609,1132,28591
26,46,SD,South Dakota,107,194,4203
26,47,TN,Tennessee,1262,2337,76170
26,48,TX,Texas,4521,8777,183021
26,49,UT,Utah,230,454,10928
26,50,VT,Vermont,59,97,3831
26,51,VA,Virginia,1044,1864,66136
26,53,WA,Washington,623,1092,33415
26,54,WV,West Virginia,187,352,6733
26,55,WI,Wisconsin,1469,2543,79811
26,56,WY,Wyoming,139,256,1392
27,1,AL,Alabama,142,286,6733
27,2,AK,Alaska,214,373,11450
27,4,AZ,Arizona,1050,1773,50798
27,5,AR,Arkansas,167,305,9692
27,6,CA,California,2139,3766,132442
27,8,CO,Colorado,889,1582,43566
27,9,CT,Connecticut,184,322,22703
27,10,DE,Delaware,42,64,2913
27,11,DC,District Of Columbia,98,129,6794
27,12,FL,Florida,1372,2286,85134
27,13,GA,Georgia,579,1070,27666
27,15,HI,Hawaii,156,254,5786
27,16,ID,Idaho,123,228,133935
27,17,IL,Illinois,1971,3611,113553
27,18,IN,Indiana,476,936,21446
27,19,IA,Iowa,1786,3133,85249
27,20,KS,Kansas,399,796,8273
27,21,KY,Kentucky,185,359,9408
27,22,LA,Louisiana,169,291,7940
27,23,ME,Maine,85,183,2525
27,24,MD,Maryland,257,417,13550
27,25,MA,Massachusetts,328,524,18940
27,26,MI,Michigan,776,1323,42074
27,27,MN,MN Non-migrants,2103548,4492685,0
27,28,MS,Mississippi,120,236,4729
27,29,MO,Missouri,553,1045,26785
27,30,MT,Montana,271,430,12095
27,31,NE,Nebraska,507,988,22608
27,32,NV,Nevada,303,530,14941
27,33,NH,New Hampshire,62,98,3819
27,34,NJ,New Jersey,340,612,69228
27,35,NM,New Mexico,142,242,5950
27,36,NY,New York,859,1455,57614
27,37,NC,North Carolina,573,1005,31019
27,38,ND,North Dakota,2985,4894,131117
27,39,OH,Ohio,483,854,29363
27,40,OK,Oklahoma,183,350,7384
27,41,OR,Oregon,301,488,13873
27,42,PA,Pennsylvania,431,726,27981
27,44,RI,Rhode Island,43,79,3639
27,45,SC,South Carolina,167,288,8015
27,46,SD,South Dakota,1169,1965,102346
27,47,TN,Tennessee,372,697,18464
27,48,TX,Texas,2067,4150,84225
27,49,UT,Utah,214,460,10343
27,50,VT,Vermont,44,78,2124
27,51,VA,Virginia,483,809,32161
27,53,WA,Washington,668,1154,45440
27,54,WV,West Virginia,54,89,1955
27,55,WI,Wisconsin,5218,7974,242908
27,56,WY,Wyoming,135,232,11822
28,1,AL,Alabama,2022,4275,83165
28,2,AK,Alaska,61,111,2296
28,4,AZ,Arizona,197,425,9168
28,5,AR,Arkansas,675,1392,25281
28,6,CA,California,810,1588,47318
28,8,CO,Colorado,243,510,9549
28,9,CT,Connecticut,40,52,1196
28,10,DE,Delaware,20,48,735
28,11,DC,District Of Columbia,35,49,2253
28,12,FL,Florida,1436,2669,56518
28,13,GA,Georgia,1161,2422,40895
28,15,HI,Hawaii,71,145,2517
28,16,ID,Idaho,29,58,1192
28,17,IL,Illinois,620,1241,19362
28,18,IN,Indiana,258,524,9853
28,19,IA,Iowa,85,187,2374
28,20,KS,Kansas,114,229,4202
28,21,KY,Kentucky,241,472,10046
28,22,LA,Louisiana,2639,5444,117342
28,23,ME,Maine,21,37,1074
28,24,MD,Maryland,142,298,7655
28,25,MA,Massachusetts,89,155,4266
28,26,MI,Michigan,311,617,9773
28,27,MN,Minnesota,109,205,3949
28,28,MS,MS Non-migrants,963915,2176566,0
28,29,MO,Missouri,363,720,13999
28,30,MT,Montana,40,91,1866
28,31,NE,Nebraska,63,135,2292
28,32,NV,Nevada,112,208,4396
28,33,NH,New Hampshire,20,33,1235
28,34,NJ,New Jersey,119,242,4487
28,35,NM,New Mexico,86,156,3525
28,36,NY,New York,325,610,13657
28,37,NC,North Carolina,474,977,20256
28,38,ND,North Dakota,57,145,3139
28,39,OH,Ohio,314,588,18026
28,40,OK,Oklahoma,214,409,8297
28,41,OR,Oregon,63,110,1938
28,42,PA,Pennsylvania,206,387,9412
28,44,RI,Rhode Island,20,35,752
28,45,SC,South Carolina,247,490,11838
28,46,SD,South Dakota,20,43,676
28,47,TN,Tennessee,3669,7674,130424
28,48,TX,Texas,3050,6287,120629
28,49,UT,Utah,68,154,2560
28,50,VT,Vermont,19,31,610
28,51,VA,Virginia,422,888,19910
28,53,WA,Washington,195,393,8499
28,54,WV,West Virginia,49,107,1643
28,55,WI,Wisconsin,219,432,8181
28,56,WY,Wyoming,40,85,1354
29,1,AL,Alabama,394,716,18372
29,2,AK,Alaska,211,433,10518
29,4,AZ,Arizona,811,1593,41394
29,5,AR,Arkansas,1987,4006,71670
29,6,CA,California,2421,4417,125672
29,8,CO,Colorado,1103,2071,52468
29,9,CT,Connecticut,149,266,10757
29,10,DE,Delaware,37,63,2348
29,11,DC,District Of Columbia,77,100,5382
29,12,FL,Florida,2021,3598,145771
29,13,GA,Georgia,948,1860,45027
29,15,HI,Hawaii,232,478,11195
29,16,ID,Idaho,122,245,6509
29,17,IL,Illinois,6096,10279,302476
29,18,IN,Indiana,777,1479,34438
29,19,IA,Iowa,1127,1977,52642
29,20,KS,Kansas,7191,12601,349401
29,21,KY,Kentucky,584,1115,22195
29,22,LA,Louisiana,456,887,20798
29,23,ME,Maine,71,110,3026
29,24,MD,Maryland,335,633,20455
29,25,MA,Massachusetts,216,346,15062
29,26,MI,Michigan,656,1148,31848
29,27,MN,Minnesota,495,899,27506
29,28,MS,Mississippi,378,742,14550
29,29,MO,MO Non-migrants,2135644,4555741,0
29,30,MT,Montana,125,251,4955
29,31,NE,Nebraska,671,1206,39244
29,32,NV,Nevada,317,603,16449
29,33,NH,New Hampshire,53,88,2513
29,34,NJ,New Jersey,291,515,18331
29,35,NM,New Mexico,289,531,13562
29,36,NY,New York,799,1385,46251
29,37,NC,North Carolina,836,1667,36590
29,38,ND,North Dakota,145,264,9624
29,39,OH,Ohio,749,1355,41077
29,40,OK,Oklahoma,1414,2762,61241
29,41,OR,Oregon,289,508,13068
29,42,PA,Pennsylvania,511,954,30059
29,44,RI,Rhode Island,41,50,1277
29,45,SC,South Carolina,355,669,15424
29,46,SD,South Dakota,158,279,7452
29,47,TN,Tennessee,986,1867,44841
29,48,TX,Texas,3722,7246,179113
29,49,UT,Utah,268,597,11077
29,50,VT,Vermont,45,75,1287
29,51,VA,Virginia,649,1209,38328
29,53,WA,Washington,635,1266,37618
29,54,WV,West Virginia,99,203,4935
29,55,WI,Wisconsin,621,1084,33473
29,56,WY,Wyoming,125,223,4997
30,1,AL,Alabama,50,86,2166
30,2,AK,Alaska,213,369,12927
30,4,AZ,Arizona,516,922,29129
30,5,AR,Arkansas,70,140,2288
30,6,CA,California,1275,2244,113013
30,8,CO,Colorado,698,1168,29938
30,9,CT,Connecticut,53,69,5789
30,10,DE,Delaware,-1,-1,0
30,11,DC,District Of Columbia,-1,-1,0
30,12,FL,Florida,350,619,16723
30,13,GA,Georgia,145,295,10238
30,15,HI,Hawaii,85,161,5505
30,16,ID,Idaho,573,1069,22921
30,17,IL,Illinois,185,282,15237
30,18,IN,Indiana,105,181,5337
30,19,IA,Iowa,108,166,4834
30,20,KS,Kansas,117,200,4710
30,21,KY,Kentucky,46,85,1760
30,22,LA,Louisiana,60,114,3122
30,23,ME,Maine,59,81,1599
30,24,MD,Maryland,71,118,3350
30,25,MA,Massachusetts,80,111,3342
30,26,MI,Michigan,209,302,7795
30,27,MN,Minnesota,295,450,11093
30,28,MS,Mississippi,41,80,2209
30,29,MO,Missouri,133,291,5825
30,30,MT,MT Non-migrants,385518,789405,0
30,31,NE,Nebraska,94,194,4021
30,32,NV,Nevada,295,516,19204
30,33,NH,New Hampshire,42,64,1661
30,34,NJ,New Jersey,71,117,5614
30,35,NM,New Mexico,149,291,7461
30,36,NY,New York,224,340,21183
30,37,NC,North Carolina,178,297,6983
30,38,ND,North Dakota,664,1172,41619
30,39,OH,Ohio,138,226,7625
30,40,OK,Oklahoma,130,255,5254
30,41,OR,Oregon,537,876,21035
30,42,PA,Pennsylvania,155,248,18441
30,44,RI,Rhode Island,16,24,2744
30,45,SC,South Carolina,72,141,2937
30,46,SD,South Dakota,191,343,7632
30,47,TN,Tennessee,103,194,5461
30,48,TX,Texas,582,1083,35742
30,49,UT,Utah,355,703,14980
30,50,VT,Vermont,51,69,2090
30,51,VA,Virginia,171,301,14556
30,53,WA,Washington,1213,2163,54919
30,54,WV,West Virginia,35,63,1956
30,55,WI,Wisconsin,191,266,7140
30,56,WY,Wyoming,608,1047,30042
31,1,AL,Alabama,107,225,4780
31,2,AK,Alaska,73,138,3756
31,4,AZ,Arizona,476,899,3304
31,5,AR,Arkansas,136,275,6094
